0.00	0.0000023250
30.00	0.0000024196
60.00	0.0000025779
90.00	0.0000027681
120.00	0.0000029710
150.00	0.0000031768
180.00	0.0000033811
210.00	0.0000035826
240.00	0.0000037810
270.00	0.0000039758
300.00	0.0000041655
330.00	0.0000043470
360.00	0.0000045158
390.00	0.0000046662
420.00	0.0000047919
450.00	0.0000048863
480.00	0.0000049439
510.00	0.0000049603
540.00	0.0000049334
570.00	0.0000048638
600.00	0.0000047548
630.00	0.0000046131
660.00	0.0000044478
690.00	0.0000042700
720.00	0.0000040915
750.00	0.0000039229
780.00	0.0000037711
810.00	0.0000036361
840.00	0.0000035072
870.00	0.0000033576
